0,237555,360765,182420,106641,68421,46137,32692,23829,17466,12863,9526,6730,4408,2367,841,195,39,7
0,46666,106131,57236,33292,21611,14661,10442,7835,5670,4201,2999,2281,1431,810,318,71,13,2
0,11655,149180,214910,163244,120797,91840,72287,58079,46872,38695,32567,27197,23072,19863,17153,14197,7511,2801,868,114,0
0,755,23735,56443,51182,38062,29408,22880,18276,15160,12325,10323,8766,7549,6472,5562,4674,2706,1030,312,50,0
0,599834,190774,98478,61871,41999,30225,22019,16250,12017,9218,7023,5365,4040,3153,2435,1936,1481,1187,882,653,621,418,316,233,175,299
0,146196,60312,31394,20094,14103,10338,7823,5918,4469,3444,2672,2069,1516,1299,953,717,536,443,378,258,209,149,110,92,59,119
0,1244,144053,248634,182802,133008,98916,74565,57088,43909,33864,26362,20579,15630,11926,8636,5936,3674,1661,387,28
1,8038,75874,64910,42577,30935,22715,17526,13448,10393,8097,6365,5028,3614,2604,1845,1019,513,132,27,9
0,135,37003,209047,219128,166517,123594,92464,69690,53049,40490,30799,23184,17625,12960,8712,5078,2381,885,144,17
0,163,18929,70541,62305,43668,31585,23320,17491,13328,10308,7854,5918,4359,2935,1776,842,276,65,7,0
